#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000175097	11	36575574	36598279	RAG2
ENSG00000108557	17	17681458	17811453	RAI1
ENSG00000017797	18	9475009	9538114	RALBP1
ENSG00000131477	17	42758447	42763041	RAMP2
ENSG00000099901	22	20115938	20127355	RANBP1
ENSG00000153201	2	108719482	108785809	RANBP2
ENSG00000010017	6	13621498	13711835	RANBP9
ENSG00000100401	22	41245611	41286251	RANGAP1
ENSG00000108961	17	8288654	8290092	RANGRF
ENSG00000116473	1	111542218	111716691	RAP1A
ENSG00000127314	12	68610855	68671901	RAP1B
ENSG00000076864	1	21596215	21669363	RAP1GAP
ENSG00000079337	12	47734363	47771040	RAPGEF3
ENSG00000136237	7	22118236	22357154	RAPGEF5
ENSG00000158987	5	131423921	131635236	RAPGEF6
ENSG00000173166	2	203394345	203535335	RAPH1
ENSG00000165917	11	47437764	47449143	RAPSN
ENSG00000131759	17	40309180	40357643	RARA
ENSG00000077092	3	25174332	25597932	RARB
ENSG00000172819	12	53210567	53232980	RARG
ENSG00000118849	3	158696892	158732489	RARRES1
ENSG00000106538	7	150338317	150341662	RARRES2
ENSG00000146282	6	87513938	87589987	RARS2
ENSG00000145715	5	87267883	87391931	RASA1
ENSG00000155903	3	141487027	141615344	RASA2
ENSG00000075391	1	178094141	178484147	RASAL2
ENSG00000100302	22	35540831	35553999	RASD2
ENSG00000058335	15	78959947	79090773	RASGRF1
ENSG00000113319	5	80960363	81230162	RASGRF2
ENSG00000172575	15	38488103	38565575	RASGRP1
ENSG00000152689	2	33436324	33564750	RASGRP3
ENSG00000068028	3	50329782	50340980	RASSF1
ENSG00000101265	20	4780023	4823608	RASSF2
ENSG00000266094	1	206507531	206589448	RASSF5
ENSG00000134438	18	59267035	59274086	RAX
ENSG00000139687	13	48303726	48599436	RB1
ENSG00000023287	8	52622458	52745843	RB1CC1
ENSG00000101773	18	22798261	23026488	RBBP8
ENSG00000078328	16	5239802	7713340	RBFOX1
ENSG0000018287247145221	47186813	RBM10
ENSG00000244462	20	35648925	35664956	RBM12
ENSG00000134453	10	6089034	6117457	RBM17
ENSG00000203867	10	110644336	110839468	RBM20
ENSG00000106344	7	128297685	128343908	RBM28
ENSG0000010231748574449	48581162	RBM3
ENSG00000265241	1	145917714	145927678	RBM8A
ENSG00000114115	3	139517434	139539829	RBP1
ENSG00000265203	10	47348363	47357881	RBP3
ENSG00000138207	10	93591687	93601744	RBP4
ENSG00000136144	13	49531946	49585558	RCBTB1
ENSG00000089902	14	102592649	102730561	RCOR1
ENSG00000198570	1	211476522	211492917	RD3
ENSG00000139988	14	67701886	67734451	RDH12
ENSG00000135437	12	55720367	55724705	RDH5
ENSG00000122707	9	36036913	36124455	RECK
ENSG00000004700	12	21468910	21501669	RECQL
ENSG00000160957	8	144511288	144517845	RECQL4
ENSG00000068615	2	86213993	86338083	REEP1
ENSG00000132563	5	138439057	138446969	REEP2
ENSG00000165476	10	63521401	63625128	REEP3
ENSG00000129625	5	112876385	112922289	REEP5
ENSG00000134193	1	119794017	119811580	REG4
ENSG00000162924	2	60881521	60931610	REL
ENSG00000173039	11	65653597	65663090	RELA
ENSG00000189056	7	103471784	103989658	RELN
ENSG00000143839	1	204154819	204190324	REN
ENSG0000016989116946658	17153272	REPS2
ENSG00000084093	4	56907876	56966678	REST
ENSG00000165731	10	43077064	43130351	RET
ENSG00000104918	19	7669049	7670455	RETN
ENSG00000154153	5	16473038	16617058	RETREG1
ENSG00000144567	2	219176225	219185475	RETREG2
ENSG00000009413	6	111299028	111483715	REV3L
ENSG00000035928	4	39287456	39366375	RFC1
ENSG00000049541	7	74231499	74254458	RFC2
ENSG00000163933	3	53088483	53130453	RFT1
ENSG00000168411	16	74621399	74666877	RFWD3
ENSG00000111783	12	106582907	106762803	RFX4
ENSG00000143390	1	151340640	151347357	RFX5
ENSG00000185002	6	116877212	116932161	RFX6
ENSG00000148604	10	84230666	84259960	RGR
ENSG00000090104	1	192575763	192580024	RGS1
ENSG00000148908	10	119499817	119542719	RGS10
ENSG00000091844	6	153004459	153131282	RGS17
ENSG00000116741	1	192809039	192812275	RGS2
ENSG00000147509	8	53851795	53959303	RGS20
ENSG00000117152	1	163068775	163076802	RGS4
ENSG00000143248	1	163111121	163321791	RGS5
ENSG00000182732	14	71932429	72566530	RGS6
ENSG00000108370	17	65100812	65227703	RGS9
ENSG00000112077	6	49605175	49636839	RHAG
ENSG00000129667	17	76470891	76501790	RHBDF2
ENSG00000187010	1	25272393	25330445	RHD
ENSG00000163914	3	129528639	129535344	RHO
ENSG00000008853	8	22987417	23020199	RHOBTB2
ENSG00000131941	19	32978592	33064888	RHPN2
ENSG00000164327	5	38937920	39074399	RICTOR
ENSG00000079841	6	71886703	72403143	RIMS1
ENSG00000176406	8	103500696	104256094	RIMS2
ENSG00000117016	1	40620680	40665682	RIMS3
ENSG00000174791	11	66330241	66336840	RIN1
ENSG00000132669	20	19757606	20002459	RIN2
ENSG00000100599	14	92513781	92688994	RIN3
ENSG00000170854	3	97941818	97972457	RIOX2
ENSG00000104312	8	89757806	89791064	RIPK2
ENSG00000129465	14	24336025	24340022	RIPK3
ENSG00000285379	CHR_HG1_PATCH	24336024	24340021	RIPK3
ENSG00000183421	21	41739369	41767089	RIPK4
ENSG00000143622	1	155897808	155911404	RIT1
ENSG00000140522	15	89209869	89221614	RLBP1
ENSG0000013126374582976	74614624	RLIM
ENSG00000107014	9	5299864	5304716	RLN2
ENSG00000169397	14	20891399	20892348	RNASE3
ENSG00000104889	19	12806556	12815201	RNASEH2A
ENSG00000136104	13	50909747	51024120	RNASEH2B
ENSG00000172922	11	65714005	65720818	RNASEH2C
ENSG00000135828	1	182573634	182589256	RNASEL
ENSG00000026297	6	166929504	166957191	RNASET2
ENSG00000125352119870475	119871733	RNF113A
ENSG00000124226	20	49936336	49953885	RNF114
ENSG00000265491	1	145738868	145824095	RNF115
ENSG00000170881	8	124474738	124487914	RNF139
ENSG00000163961	3	196468783	196503768	RNF168
ENSG00000173821	17	80260866	80398786	RNF213
ENSG00000011275	7	5620047	5781739	RNF216
ENSG00000181852	12	56202179	56221933	RNF41
ENSG00000108375	17	58352500	58417595	RNF43
ENSG00000127870	13	26132115	26222314	RNF6
ENSG00000205937	16	2253116	2268397	RNPS1
ENSG00000264229	2	121530881	121531007	RNU4ATAC
ENSG00000169855	3	78597239	79767998	ROBO1
ENSG00000185008	3	75906695	77649964	ROBO2
ENSG00000154134	11	124865432	124881471	ROBO3
ENSG00000154133	11	124883691	124898500	ROBO4
ENSG00000067836	16	4796968	4802950	ROGDI
ENSG00000149489	11	62611722	62615120	ROM1
ENSG00000185483	1	63774017	64181498	ROR1
ENSG00000169071	9	91563091	91950228	ROR2
ENSG00000069667	15	60488284	61229302	RORA
ENSG00000047936	6	117288300	117425855	ROS1
ENSG00000104237	8	54509422	54871720	RP1
ENSG00000183638	8	10606349	10712187	RP1L1
ENSG0000010221846837043	46882358	RP2
ENSG00000164610	7	33094797	33109404	RP9
ENSG00000116745	1	68428822	68449954	RPE65
ENSG0000015631338269170	38327544	RPGR
ENSG00000092200	14	21287939	21351301	RPGRIP1
ENSG00000103494	16	53598153	53703938	RPGRIP1L
ENSG00000147403154389955	154409168	RPL10
ENSG00000142676	1	23691742	23696835	RPL11
ENSG00000174748	3	23916545	23924374	RPL15
ENSG00000122026	13	27251309	27256691	RPL21
ENSG00000161970	17	8377516	8383213	RPL26
ENSG00000131469	17	42998273	43002959	RPL27
ENSG00000182899	3	197950190	197956610	RPL35A
ENSG00000241343101390824	101396154	RPL36A
ENSG00000122406	1	92832013	92841924	RPL5
ENSG00000124614	6	34417454	34426069	RPS10
ENSG00000164587	5	150442635	150449739	RPS14
ENSG00000115268	19	1438358	1440494	RPS15
ENSG00000278229	CHR_HSCHR15_5_CTG8	82615842	82619653	RPS17
ENSG00000182774	15	82536750	82540459	RPS17
ENSG00000105372	19	41860255	41872925	RPS19
ENSG00000008988	8	56067295	56074581	RPS20
ENSG00000138326	10	78033760	78056813	RPS24
ENSG00000177954	1	153990762	153992155	RPS27
ENSG00000213741	14	49570984	49599164	RPS29
ENSG00000149273	11	75399515	75422280	RPS3
ENSG0000019803472255679	72277248	RPS4X
ENSG00000137154	9	19375715	19380236	RPS6
ENSG0000017718920149911	20267519	RPS6KA3
ENSG00000108443	17	59893046	59950574	RPS6KB1
ENSG00000175634	11	67428460	67435401	RPS6KB2
ENSG00000171863	2	3575260	3580920	RPS7
ENSG00000166592	16	66921679	66925536	RRAD
ENSG00000116954	1	38838198	38859772	RRAGC
ENSG00000126458	19	49635292	49640143	RRAS
ENSG00000133818	11	14277922	14364506	RRAS2
ENSG00000167325	11	4094707	4138932	RRM1
ENSG00000171848	2	10120698	10211725	RRM2
ENSG00000048392	8	102204502	102238961	RRM2B
ENSG0000010210418639688	18672108	RS1
ENSG00000134321	2	6865806	6898239	RSAD2
ENSG00000160188	21	42472486	42496246	RSPH1
ENSG00000130363	6	158972871	159000202	RSPH3
ENSG00000111834	6	116616479	116632985	RSPH4A
ENSG00000172426	6	43645036	43672600	RSPH9
ENSG00000169218	1	37611350	37634892	RSPO1
ENSG00000101282	20	958452	1002311	RSPO4
ENSG00000258366	20	63657810	63696253	RTEL1
ENSG00000182010	10	62183035	62268844	RTKN2
ENSG00000254656	14	100879753	100903722	RTL1
ENSG00000125744	19	45485294	45497055	RTN2
ENSG00000115310	2	54972187	55112621	RTN4
ENSG00000040608	22	20241415	20283246	RTN4R
ENSG00000163825	3	46497976	46500950	RTP3
ENSG00000176225	18	70003031	70205726	RTTN
ENSG00000171509	4	158315311	158653372	RXFP1
ENSG00000133105	13	31739526	31803389	RXFP2
ENSG00000186350	9	134317098	134440585	RXRA
ENSG00000163785	3	134065303	134250744	RYK
ENSG00000196218	19	38433691	38587564	RYR1
ENSG00000198626	1	237042184	237833988	RYR2
ENSG00000197747	1	151982915	151993859	S100A10
ENSG00000196154	1	153543613	153550136	S100A4
ENSG00000197956	1	153534599	153536244	S100A6
ENSG00000143556	1	153457744	153460651	S100A7
ENSG00000143546	1	153390032	153391073	S100A8
ENSG00000163220	1	153357854	153361023	S100A9
ENSG00000160307	21	46598604	46605208	S100B
ENSG00000173432	11	18266260	18269977	SAA1
ENSG00000288411	CHR_HG2111_PATCH	18266260	18269977	SAA1
ENSG00000151835	13	23328826	23433740	SACS
ENSG00000130561	2	233307816	233347055	SAG
ENSG00000281857	CHR_HG2232_PATCH	233307816	233347055	SAG
ENSG00000103449	16	51135975	51151367	SALL1
ENSG00000165821	14	21521080	21537216	SALL2
ENSG00000101115	20	51782331	51802521	SALL4
ENSG00000101347	20	36889773	36951901	SAMHD1
ENSG00000152700	5	134601149	134649271	SAR1B
ENSG00000004139	17	28364356	28404049	SARM1
ENSG00000104835	19	38915266	38930896	SARS2
ENSG00000283104	CHR_HG26_PATCH	38915302	38930932	SARS2
ENSG00000111961	6	148272304	148552048	SASH1
ENSG00000156876	1	100083563	100132955	SASS6
ENSG0000013006623783173	23786226	SAT1
ENSG00000119042	2	199269500	199471266	SATB2
ENSG00000126524	7	66987680	66995587	SBDS
ENSG00000100241	22	50445000	50475035	SBF1
ENSG00000133812	11	9778667	10294207	SBF2
ENSG00000278788	CHR_HSCHR19_4_CTG2	1107635	1156979	SBNO2
ENSG00000064932	19	1107637	1174268	SBNO2
ENSG00000109929	11	121292681	121313410	SC5D
ENSG00000244486	22	20424815	20437826	SCARF2
ENSG00000099194	10	100347233	100364826	SCD
ENSG00000166922	15	32641676	32697098	SCG5
ENSG00000277614	CHR_HSCHR15_4_CTG8	32721966	32777405	SCG5
ENSG00000281931	CHR_HSCHR15_6_CTG8	32172366	32227841	SCG5
ENSG00000149021	11	62405103	62423195	SCGB1A1
ENSG00000164265	5	147870682	147882191	SCGB3A2
ENSG00000151466	4	128864921	129093600	SCLT1
ENSG00000185313	3	38696802	38816286	SCN10A
ENSG00000168356	3	38845767	39051941	SCN11A
ENSG00000144285	2	165984641	166149214	SCN1A
ENSG00000105711	19	35030470	35040449	SCN1B
ENSG00000136531	2	165194993	165392310	SCN2A
ENSG00000149575	11	118157849	118176639	SCN2B
ENSG00000153253	2	165087522	165204067	SCN3A
ENSG00000007314	17	63938554	63972918	SCN4A
ENSG00000177098	11	118133377	118152888	SCN4B
ENSG00000183873	3	38548057	38649687	SCN5A
ENSG00000196876	12	51590266	51812864	SCN8A
ENSG00000169432	2	166195185	166376001	SCN9A
ENSG00000111319	12	6346843	6377730	SCNN1A
ENSG00000168447	16	23278231	23381294	SCNN1B
ENSG00000166828	16	23182745	23216883	SCNN1G
ENSG00000133028	17	10672474	10698375	SCO1
ENSG00000284194	22	50523568	50526461	SCO2
ENSG00000116171	1	52927276	53051698	SCP2
ENSG00000274287	CHR_HSCHR8_3_CTG7	143777927	143802386	SCRIB
ENSG00000180900	8	143790920	143815773	SCRIB
ENSG00000136193	7	29920104	29990289	SCRN1
ENSG00000115884	2	20200797	20225433	SDC1
ENSG00000162512	1	30869466	30908758	SDC3
ENSG00000276111	CHR_HSCHR1_3_CTG32_1	243256056	243500091	SDCCAG8
ENSG00000054282	1	243256034	243500091	SDCCAG8
ENSG00000078808	1	1216908	1232067	SDF4
ENSG00000073578	5	218241	257082	SDHA
ENSG00000167985	11	61430042	61447529	SDHAF2
ENSG00000196636	7	97117698	97181763	SDHAF3
ENSG00000117118	1	17018722	17054032	SDHB
ENSG00000143252	1	161314257	161375340	SDHC
ENSG00000204370	11	112086824	112120016	SDHD
ENSG00000101310	20	18507520	18561415	SEC23B
ENSG00000176986	10	73744372	73772161	SEC24C
ENSG00000150961	4	118722823	118838683	SEC24D
ENSG00000025796	6	107867756	107958208	SEC63
ENSG00000187742	9	89318500	89359663	SECISBP2
ENSG00000138593	15	48988476	49046447	SECISBP2L
ENSG00000007908	1	169722640	169764705	SELE
ENSG00000143416	1	151364304	151372707	SELENBP1
ENSG00000162430	1	25800176	25818221	SELENON
ENSG00000250722	5	42799880	42887392	SELENOP
ENSG00000131871	15	101270817	101277500	SELENOS
ENSG00000188404	1	169690665	169711702	SELL
ENSG00000174175	1	169588849	169630193	SELP
ENSG00000127922	7	96481626	96709891	SEM1
ENSG00000075213	7	83955777	84492724	SEMA3A
ENSG00000012171	3	50267558	50277546	SEMA3B
ENSG00000075223	7	80742538	80922359	SEMA3C
ENSG00000153993	7	84995553	85186855	SEMA3D
ENSG00000001617	3	50155045	50189075	SEMA3F
ENSG00000196189	1	156147366	156177752	SEMA4A
ENSG00000112902	5	9035033	9546075	SEMA5A
ENSG00000109618	4	25120014	25160449	SEPSECS
ENSG00000122335	6	158109519	158168280	SERAC1
ENSG00000168528	1	31409565	31434680	SERINC2
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1
ENSG00000197249	14	94376747	94390693	SERPINA1
ENSG00000278767	CHR_HSCHR14_7_CTG1	94280460	94293271	SERPINA10
ENSG00000140093	14	94280460	94293268	SERPINA10
ENSG00000197632	18	63871692	63903888	SERPINB2
ENSG00000057149	18	63655197	63661893	SERPINB3
ENSG00000206075	18	63476958	63505085	SERPINB5
ENSG00000166396	18	63752935	63805376	SERPINB7
ENSG00000106366	7	101127104	101139247	SERPINE1
ENSG00000135919	2	223975045	224039318	SERPINE2
ENSG00000132386	17	1762029	1777565	SERPINF1
ENSG00000282307	CHR_HSCHR17_1_CTG2	1760880	1765915	SERPINF1
ENSG00000163536	3	167735243	167825568	SERPINI1
ENSG00000197019	19	40421589	40425992	SERTAD1
ENSG00000119335	9	128683424	128696400	SET
ENSG00000152217	18	44680173	45068510	SETBP1
ENSG00000099381	16	30957754	30984664	SETD1A
ENSG00000181555	3	47016429	47163967	SETD2
ENSG00000168137	3	9397615	9479240	SETD5
ENSG00000143379	1	150926263	150964744	SETDB1
ENSG00000107290	9	132261356	132354986	SETX
ENSG00000100095	22	26169462	26383597	SEZ6L
ENSG00000174938	16	29871159	29899547	SEZ6L2
ENSG00000099995	22	30331988	30356919	SF3A1
ENSG00000115524	2	197388515	197435091	SF3B1
ENSG00000143368	1	149923317	149927803	SF3B4
ENSG00000104332	8	41261962	41309473	SFRP1
ENSG00000145423	4	153780591	153789083	SFRP2
ENSG00000106483	7	37905932	38025695	SFRP4
ENSG00000120057	10	97766751	97771999	SFRP5
ENSG00000122852	10	79610939	79615455	SFTPA1
ENSG00000185303	10	79555852	79560407	SFTPA2
ENSG00000168878	2	85657314	85668741	SFTPB
ENSG00000168484	8	22156913	22164479	SFTPC
ENSG00000133661	10	79937740	79982614	SFTPD
ENSG00000183605	10	119140767	119165714	SFXN4
ENSG00000108823	17	50164214	50175928	SGCA
ENSG00000163069	4	52020706	52038482	SGCB
ENSG00000170624	5	155870344	156767788	SGCD
ENSG00000127990	7	94524204	94656572	SGCE
ENSG00000102683	13	23180952	23325165	SGCG
ENSG00000118515	6	134169246	134318112	SGK1
ENSG00000104205	8	66667552	66862022	SGK3
ENSG00000129810	3	20160593	20186206	SGO1
ENSG00000181523	17	80206716	80220923	SGSH
ENSG00000178188	16	28846600	28874212	SH2B1
ENSG00000111252	12	111405923	111451623	SH2B3
ENSG00000087266	4	2793071	2841098	SH3BP2
ENSG00000107957	10	103594027	103855543	SH3PXD2A
ENSG00000174705	5	172325000	172454525	SH3PXD2B
ENSG00000169247	5	148923639	149063163	SH3TC2
ENSG00000161681	19	50661827	50719450	SHANK1
ENSG00000162105	11	70467856	71252577	SHANK2
ENSG00000251322	22	50674415	50733298	SHANK3
ENSG00000179526	8	144098633	144108124	SHARPIN
ENSG00000129214	17	7613946	7633382	SHBG
ENSG00000171241	16	46578591	46621379	SHCBP1
ENSG00000164690	7	155799980	155812463	SHH
ENSG00000176974	17	18327860	18363563	SHMT1
ENSG00000284320	CHR_HSCHR17_3_CTG1	18327881	18363567	SHMT1
ENSG00000108061	10	110919547	111013667	SHOC2
ENSG00000185960624344	659411	SHOX
ENSG00000168779	3	158095954	158106503	SHOX2
ENSG0000015835250591647	50814302	SHROOM4
ENSG00000090402	3	164978898	165078496	SI
ENSG00000110013	11	124633113	124695707	SIAE
ENSG00000147955	9	34634722	34637809	SIGMAR1
ENSG00000142178	21	43414483	43427131	SIK1
ENSG00000120725	5	138946724	139293557	SIL1
ENSG00000112246	6	100385015	100464929	SIM1
ENSG00000213445	11	65638101	65650918	SIPA1
ENSG00000105738	19	37907208	38208369	SIPA1L3
ENSG00000101307	20	1563521	1620061	SIRPB1
ENSG00000096717	10	67884656	67918390	SIRT1
ENSG00000068903	19	38878555	38899862	SIRT2
ENSG00000283100	CHR_HG26_PATCH	38878591	38899898	SIRT2
ENSG00000142082	11	215030	236931	SIRT3
ENSG00000124523	6	13574529	13615158	SIRT5
ENSG00000187531	17	81911939	81921323	SIRT7
ENSG00000126778	14	60643421	60658259	SIX1
ENSG00000170577	2	45005182	45009452	SIX2
ENSG00000138083	2	44941702	44946071	SIX3
ENSG00000177045	19	45764785	45769252	SIX5
ENSG00000141293	17	48133442	48430275	SKAP1
ENSG00000157933	1	2228319	2310213	SKI
ENSG00000223493	CHR_HSCHR6_MHC_DBB_CTG1	31941262	31951933	SKIV2L
ENSG00000228896	CHR_HSCHR6_MHC_SSTO_CTG1	31951734	31962405	SKIV2L
ENSG00000225737	CHR_HSCHR6_MHC_COX_CTG1	31946626	31957297	SKIV2L
ENSG00000204351	6	31959117	31969751	SKIV2L
ENSG00000206353	CHR_HSCHR6_MHC_QBL_CTG1	31949457	31960128	SKIV2L
ENSG00000232616	CHR_HSCHR6_MHC_MCF_CTG1	32035523	32046194	SKIV2L
ENSG00000145604	5	36151989	36184319	SKP2
ENSG00000100652	14	69775416	69797241	SLC10A1
ENSG00000125255	13	103043998	103066417	SLC10A2
ENSG00000018280	2	218382029	218396894	SLC11A1
ENSG00000110911	12	50979401	51028566	SLC11A2
ENSG00000074803	15	48178438	48304078	SLC12A1
ENSG00000064651	5	128083766	128189677	SLC12A2
ENSG00000070915	16	56865207	56915850	SLC12A3
ENSG00000124140	20	46021690	46060152	SLC12A5
ENSG00000140199	15	34229784	34338060	SLC12A6
ENSG00000141485	17	6684719	6713377	SLC13A5
ENSG00000139370	12	128793194	128823958	SLC15A4
ENSG00000152779	10	89430299	89556641	SLC16A12
ENSG0000014710074421493	74533917	SLC16A2
ENSG00000119899	6	73593379	73653992	SLC17A5
ENSG00000091664	11	22338381	22379503	SLC17A6
ENSG00000104888	19	49429401	49442360	SLC17A7
ENSG00000101194	20	62952707	62969585	SLC17A9
ENSG00000036565	8	20144855	20183206	SLC18A1
ENSG00000165646	10	117241093	117279430	SLC18A2
ENSG00000187714	10	49610310	49612720	SLC18A3
ENSG00000173638	21	45493572	45573365	SLC19A1
ENSG00000117479	1	169463909	169485944	SLC19A2
ENSG00000135917	2	227683763	227718028	SLC19A3
ENSG00000106688	9	4490468	4587469	SLC1A1
ENSG00000110436	11	35251205	35420063	SLC1A2
ENSG00000079215	5	36606355	36688334	SLC1A3
ENSG00000115902	2	64988477	65023865	SLC1A4
ENSG00000105143	19	14950034	15022990	SLC1A6
ENSG00000168575	8	42416475	42541926	SLC20A2
ENSG00000175003	6	160121815	160158718	SLC22A1
ENSG00000197891	11	64590641	64602353	SLC22A12
ENSG00000004809	6	110424687	110476641	SLC22A16
ENSG00000110628	11	2899721	2925246	SLC22A18
ENSG00000276130	CHR_HSCHR11_1_CTG7	2899745	2925175	SLC22A18
ENSG00000146477	6	160348378	160452577	SLC22A3
ENSG00000197208	5	132294394	132344190	SLC22A4
ENSG00000197375	5	132369752	132395614	SLC22A5
ENSG00000149452	11	62989154	63015841	SLC22A8
ENSG00000089057	20	4852356	5010293	SLC23A2
ENSG00000213901	2	219161465	219170095	SLC23A3
ENSG00000074621	15	65611366	65660995	SLC24A1
ENSG00000140090	14	92322581	92501483	SLC24A4
ENSG00000100075	22	19175581	19178739	SLC25A1
ENSG00000115840	2	171783405	171999859	SLC25A12
ENSG00000004864	7	96120220	96322147	SLC25A13
ENSG00000102743	13	40789412	40812460	SLC25A15
ENSG00000125454	17	75272981	75289510	SLC25A19
ENSG00000177542	11	790475	798281	SLC25A22
ENSG00000085491	1	108134043	108200849	SLC25A24
ENSG00000284468	CHR_HSCHR1_6_CTG3	108134010	108200843	SLC25A24
ENSG00000153291	6	46652915	46678190	SLC25A27
ENSG00000144659	3	39383370	39397351	SLC25A38
ENSG00000164209	5	110738136	110765161	SLC25A46
ENSG00000145217	4	979073	993440	SLC26A1
ENSG00000091137	7	107660828	107717809	SLC26A4
ENSG00000167114	9	128340527	128361470	SLC27A4
ENSG00000156222	15	84884654	84945798	SLC28A1
ENSG00000198246	10	71319259	71381423	SLC29A3
ENSG00000117394	1	42925375	42958868	SLC2A1
ENSG00000197496	20	46709649	46736347	SLC2A10
ENSG00000163581	3	170996347	171026743	SLC2A2
ENSG00000059804	12	7919230	7936187	SLC2A3
ENSG00000181856	17	7281718	7288257	SLC2A4
ENSG00000288174	CHR_HG2087_PATCH	7281718	7288257	SLC2A4
ENSG00000142583	1	9035106	9088478	SLC2A5
ENSG00000109667	4	9771153	10054936	SLC2A9
ENSG00000196660	1	219685427	219958647	SLC30A10
ENSG00000158014	1	26037252	26046118	SLC30A2
ENSG00000115194	2	27253684	27275817	SLC30A3
ENSG00000152683	2	32165841	32224379	SLC30A6
ENSG00000164756	8	116950273	117176714	SLC30A8
ENSG00000101438	20	38724486	38729372	SLC32A1
ENSG00000169359	3	155821024	155854456	SLC33A1
ENSG00000131183	5	177379235	177398848	SLC34A1
ENSG00000157765	4	25648011	25678748	SLC34A2
ENSG00000198569	9	137230757	137236555	SLC34A3
ENSG0000010210048903180	48911958	SLC35A2
ENSG00000117620	1	99969351	100035634	SLC35A3
ENSG00000116704	1	66999350	67054148	SLC35D1
ENSG00000186335	5	151314972	151347590	SLC36A2
ENSG00000134294	12	46358188	46372773	SLC38A2
ENSG00000143570	1	153959099	153968184	SLC39A1
ENSG00000165915	11	47407132	47416496	SLC39A13
ENSG00000141873	19	2732204	2740028	SLC39A3
ENSG00000147804	8	144409742	144416895	SLC39A4
ENSG00000285243	CHR_HG2419_PATCH	144409742	144416895	SLC39A4
ENSG00000141424	18	36108531	36129385	SLC39A6
ENSG00000138821	4	102251041	102431258	SLC39A8
ENSG00000138079	2	44275458	44321494	SLC3A1
ENSG00000168003	11	62856102	62888875	SLC3A2
ENSG00000138449	2	189560579	189583758	SLC40A1
ENSG00000133065	1	205789094	205813748	SLC41A1
ENSG00000162426	1	8317826	8344167	SLC45A1
ENSG00000164175	5	33944623	33984693	SLC45A2
ENSG00000281919	CHR_HSCHR5_6_CTG1	33946602	33956490	SLC45A2
ENSG00000076351	17	28394642	28407197	SLC46A1
ENSG00000004939	17	44248390	44268141	SLC4A1
ENSG00000144290	2	161424332	161985282	SLC4A10
ENSG00000088836	20	3227417	3239559	SLC4A11
ENSG00000164889	7	151057210	151076526	SLC4A2
ENSG00000080493	4	71062667	71572087	SLC4A4
ENSG00000163959	3	196211487	196243178	SLC51A
ENSG00000186198	15	65045387	65053397	SLC51B
ENSG00000132517	17	5032600	5052009	SLC52A1
ENSG00000185803	8	144354135	144361272	SLC52A2
ENSG00000285112	CHR_HG2419_PATCH	144354135	144361272	SLC52A2
ENSG00000101276	20	760080	776015	SLC52A3
ENSG00000100170	22	32043261	32113029	SLC5A1
ENSG00000140675	16	31483002	31490860	SLC5A2
ENSG00000105641	19	17871945	17895174	SLC5A5
ENSG00000115665	2	107986523	108013994	SLC5A7
ENSG00000262217	CHR_HSCHR12_3_CTG2_1	101161669	101216388	SLC5A8
ENSG00000256870	12	101155493	101210238	SLC5A8
ENSG00000157103	3	10992186	11039247	SLC6A1
ENSG00000132164	3	10816201	10940714	SLC6A11
ENSG00000111181	12	190077	214570	SLC6A12
ENSG00000010379	12	220621	262873	SLC6A13
ENSG00000072041	12	84859491	84913615	SLC6A15
ENSG00000197106	1	110150494	110202202	SLC6A17
ENSG00000164363	5	1225381	1246189	SLC6A18
ENSG00000174358	5	1201595	1225111	SLC6A19
ENSG00000103546	16	55655604	55706192	SLC6A2
ENSG00000142319	5	1392794	1445440	SLC6A3
ENSG00000276996	CHR_HSCHR5_3_CTG1	1392790	1449666	SLC6A3
ENSG00000108576	17	30194319	30236002	SLC6A4
ENSG00000165970	11	20599400	20659285	SLC6A5
ENSG00000131389	3	14402576	14489349	SLC6A6
ENSG00000130821153687926	153696588	SLC6A8
ENSG00000196517	1	43991500	44031467	SLC6A9
ENSG00000139514	13	29509414	29595688	SLC7A1
ENSG00000151012	4	138164097	138242349	SLC7A11
ENSG00000013293	3	170459548	170586075	SLC7A14
ENSG00000103257	16	87830023	87869507	SLC7A5
ENSG00000155465	14	22773222	22829820	SLC7A7
ENSG00000021488	19	32830509	32869767	SLC7A9
ENSG00000090020	1	27098809	27166981	SLC9A1
ENSG00000066230	5	470456	524449	SLC9A3
ENSG00000281861	CHR_HSCHR5_5_CTG1	524112	524332	SLC9A3
ENSG00000198689135973841	136047269	SLC9A6
ENSG00000181804	3	143265222	143848485	SLC9A9
ENSG00000134538	12	21131194	21239796	SLCO1B1
ENSG00000111700	12	20810702	20916911	SLCO1B3
ENSG00000139155	12	20695355	20753386	SLCO1C1
ENSG00000174640	3	133932701	134052184	SLCO2A1
ENSG00000137491	11	75100563	75206549	SLCO2B1
ENSG00000176463	15	91853708	92172435	SLCO3A1
ENSG00000145147	4	20251905	20620561	SLIT2
ENSG00000184347	5	168661733	169301129	SLIT3
ENSG00000178235	13	83877205	83882393	SLITRK1
ENSG00000185985145817832	145829856	SLITRK2
ENSG00000165300	13	87672615	87696272	SLITRK5
ENSG00000184564	13	85792790	85806683	SLITRK6
